fips,state,population,pop_change_2018,unemployment_rate,median_hh_income,pct_below_povert,feb_temp_avg,aug_temp_avg,prc_bachelors,physicians_per_pop
12085,FL,160912,1120,3.5,61592,16.4,22.6,28.8,33,265.2
12086,FL,2761581,16703,3.9,52043,22.6,23.6,29.1,28.8,265.2
12087,FL,75027,-1609,2.6,67094,19.2,24,29.5,33.3,265.2
12089,FL,85832,2968,3.2,66898,13.7,17.1,28.1,28.2,265.2
12091,FL,207269,3585,2.9,62779,18.1,16.5,28,30.6,265.2
12093,FL,41537,349,3.7,42258,34.4,21.6,28.4,11.4,265.2
12095,FL,1380645,27712,3.2,58037,22.8,20.6,28.4,33.8,265.2
12097,FL,367990,15329,3.6,50473,20.2,21,28.4,20.5,265.2
12099,FL,1485941,15603,3.6,61735,18.5,22.8,28.7,35.7,265.2
12101,FL,539630,14609,3.8,53788,17.4,20.6,28.4,23.4,265.2
12103,FL,975280,5975,3.3,52226,16.2,20.8,28.7,31,265.2
12105,FL,708009,22179,4.1,51354,24,21.2,28.5,20,265.2
12107,FL,74163,778,4.8,39578,33.3,19.1,28.1,12.4,265.2
12109,FL,254261,10333,2.9,81925,7.3,18.9,28.1,43.7,265.2
12111,FL,321128,7728,4.4,53377,18.5,21.9,28.7,20.3,265.2
12113,FL,179349,5280,3.3,69541,12.2,16.4,27.7,28.1,265.2
12115,FL,426718,7029,3.4,61652,16.7,21.4,28.6,34.7,265.2
12117,FL,467832,5596,3.2,67187,13.4,20.4,28.5,38.2,265.2
12119,FL,128754,3821,5.1,55324,26.6,19.9,28.3,31.1,265.2
12121,FL,44191,55,3.7,38525,28.2,17.2,27.7,14.7,265.2
12123,FL,21623,-192,3.8,42307,29.8,17.6,28,7.4,265.2
12125,FL,14940,-529,3.4,45906,21,17.4,27.6,8.3,265.2
12127,FL,547538,9358,3.7,50285,17.5,19.9,28.4,23.6,265.2
12129,FL,32461,360,3.1,58203,16.2,17.4,28.2,18.4,265.2
12131,FL,71375,3100,3.1,60973,18.6,16.6,28,28.4,265.2
12133,FL,24880,262,3.8,39225,32,16.9,27.8,11.7,265.2
13001,GA,18507,69,4.3,42781,34,15.4,27.9,9.7,228.7
13003,GA,8297,82,3.5,36779,42.2,15.8,27.7,9.9,228.7
13005,GA,11185,-51,3.8,38775,33.6,15.7,27.8,10.1,228.7
13007,GA,3092,-88,5.1,38288,43.2,16,27.7,12.3,228.7
13009,GA,44823,-98,5,42727,31.3,12.9,27.7,20.9,228.7
13011,GA,18988,350,3.1,55384,19.5,10.2,25.7,12.8,228.7
13013,GA,80809,1966,3.3,61413,15,10.3,25.8,17.6,228.7
13015,GA,106408,1427,3.8,57409,17.1,10.3,26.2,19.5,228.7
13017,GA,16787,-214,5.9,35020,40.9,15.4,27.7,12,228.7
13019,GA,19252,139,4.2,39412,31.1,15.7,27.3,11.8,228.7
13021,GA,153095,203,4.5,41390,36.6,13.1,27.7,25.7,228.7
13023,GA,12838,63,5.7,46019,28,14,27.7,17.2,228.7
13025,GA,18897,130,4.5,41874,29.3,15.9,27.7,8.2,228.7
13027,GA,15513,-135,3.9,36354,33.7,16.1,27.2,15.2,228.7
13029,GA,38109,1090,3.4,79658,11.5,15.4,28.2,32.6,228.7
13031,GA,77296,1212,4.2,43766,24.4,14.9,27.8,27.4,228.7
13033,GA,22423,-95,6,42785,33.2,13.3,27.6,12.6,228.7
13035,GA,24193,151,4,48831,30,12.3,27.4,11.4,228.7
13037,GA,6352,-47,4.3,33393,43.2,15.3,27.7,9.4,228.7
13039,GA,53677,610,4.2,56555,20.8,16.3,27.9,24.5,228.7
13043,GA,10836,111,3.4,35841,35.3,14.7,27.8,14.1,228.7
13045,GA,118121,663,4,52502,21.5,11.6,26.3,20.6,228.7
13047,GA,67420,917,3.4,55807,16.5,10,26.1,20.8,228.7
13049,GA,12968,146,4.3,40499,30.5,16.6,28.2,10.5,228.7
13051,GA,289195,-65,3.7,54165,20,15.5,28.2,33.2,228.7
13053,GA,10684,399,5.6,46869,19.3,13.8,27.2,33.4,228.7
13055,GA,24790,74,4.1,39513,24.7,10.6,25.8,9.8,228.7
13057,GA,254149,6255,3.1,82733,9.4,9.9,25.6,37,228.7
13059,GA,127330,510,4,42112,30,10.4,26.1,42.7,228.7
13061,GA,2887,-75,7.7,30239,44.8,14.9,27.5,7.9,228.7
13063,GA,289615,5081,4.9,46059,27.3,11.6,27.2,19.5,228.7
13065,GA,6648,-36,4.6,37593,34.8,16.2,27.9,11.1,228.7
13067,GA,756865,4082,3.4,78603,13.2,10.6,26.4,46.5,228.7
13069,GA,43093,208,4.5,39480,31.4,15.7,27.6,13.2,228.7
13071,GA,45592,49,3.8,38633,33.8,15.6,27.1,12.5,228.7
13073,GA,154291,2649,3.5,82184,9.8,12,27.2,35.1,228.7
13075,GA,17162,-68,3.8,38827,36.6,15.7,27.2,15.5,228.7
13077,GA,145864,2814,3.4,70974,14.1,12.4,27.2,29.8,228.7
13079,GA,12318,23,4.2,48004,27.2,12.9,27.4,10.3,228.7
13081,GA,22601,-122,4.9,36096,43,14.8,27.8,13.7,228.7
13083,GA,16226,-23,3.6,48779,18.3,9.5,24.8,13.9,228.7
13085,GA,25083,759,3.3,68835,13.4,9,24.3,30.4,228.7
13087,GA,26575,-99,4.7,38441,35.7,16.6,27.9,14.6,228.7
13089,GA,756558,4470,4,63477,23.4,11,26.8,43.4,228.7
13091,GA,20705,-36,5.2,35636,33.9,14.8,27.7,13.7,228.7
13093,GA,13706,16,4.6,37278,38.2,14.2,27.8,11.3,228.7
13095,GA,91243,1826,5.1,38806,43.7,15.8,27.7,21.4,228.7
13097,GA,145331,1659,4.1,60512,20.9,11.3,26.6,27.1,228.7
13099,GA,10247,-57,4.6,34984,40.4,15.8,27.8,15.6,228.7
13101,GA,4000,67,3.2,38667,36.3,16.3,27.5,8.8,228.7
13103,GA,62190,2132,3.3,65793,12.3,14.9,27.8,20.1,228.7
13105,GA,19120,12,4.8,39681,30.1,10.7,26.5,10.8,228.7
13107,GA,22612,111,5.9,37574,34.4,13.9,27.7,12.4,228.7
13109,GA,10721,-35,3.7,37319,38.7,15.2,28.1,15.5,228.7
13111,GA,25964,628,3.9,43439,27.2,7.9,23.1,21.3,228.7
13113,GA,113459,830,3.5,95021,7.6,12.1,27.4,46.5,228.7
13115,GA,97927,500,4.3,44906,32.3,10.6,26.3,20.4,228.7
13117,GA,236612,8024,3.1,105921,5.4,9.5,25.2,51.7,228.7
13119,GA,23023,208,3.8,42904,25.5,10.1,25.9,13.5,228.7
13121,GA,1050114,11230,4,70808,19.3,11.1,26.7,51.4,228.7
13123,GA,30816,407,4.2,47757,30.2,8.5,23.6,20,228.7
13125,GA,2995,-55,4.2,42820,21.2,12.2,27,9,228.7
13127,GA,85219,360,3.7,53906,26.6,16.1,27.8,29.6,228.7
13129,GA,57685,498,3.8,49101,26.8,10.3,26.1,14.4,228.7
13131,GA,24748,-1,3.9,41002,31.1,16.5,27.6,14.1,228.7
13133,GA,17698,478,4.2,54016,35.4,11.3,26.6,25.8,228.7
13135,GA,927781,9628,3.5,72008,12.8,10.3,25.9,36.1,228.7
13137,GA,45388,841,3.7,51829,20.7,9.5,24.3,18.7,228.7
13139,GA,202148,2709,3.2,61631,20.2,9.7,25.2,24,228.7
13141,GA,8348,-197,6,31716,44.7,12.2,27.1,8.8,228.7
13143,GA,29533,302,3.9,47662,23,10.8,25.9,14,228.7
13145,GA,34475,532,3.4,74686,12.8,13,26.7,29.9,228.7
13147,GA,26099,343,3.6,47171,23.6,10.2,26.2,15.1,228.7
13149,GA,11879,120,3.9,46218,25.7,12.4,26.8,9.8,228.7
13151,GA,230220,4712,4.1,72970,12.3,11.8,27.2,28.3,228.7
13153,GA,155469,2331,4,60728,17.5,13.7,27.7,27.3,228.7
13155,GA,9398,15,5.6,38156,33.3,15.5,27.5,14.3,228.7
13157,GA,70422,2706,3,68984,13.2,10.3,25.9,21,228.7
13159,GA,14040,154,3.5,51241,23.8,12.5,27.3,10.8,228.7
13161,GA,15029,16,4.9,37211,30.9,15.4,27.7,10,228.7
13163,GA,15430,-183,5.3,38274,35.2,12.7,27.3,11,228.7
13165,GA,8683,-91,5.4,31419,42.6,13.9,27.7,9.3,228.7
13167,GA,9708,-52,4,34849,32.9,13.3,27.6,10.4,228.7
13169,GA,28616,163,3.7,55737,20.6,12.9,27.5,20.1,228.7
13171,GA,19000,364,4.6,48323,24.3,12.6,27.3,17.1,228.7
13173,GA,10340,-93,4.4,41564,30.7,15.9,27.4,16.4,228.7
13175,GA,47325,-28,4.8,42114,34.7,14.2,27.8,15.6,228.7
13177,GA,29764,321,3.6,66090,18,15.1,27.8,25.6,228.7
13179,GA,61497,-248,4.3,47685,22.7,15.5,28.2,18.3,228.7
13181,GA,7915,54,5,46967,25.4,11.2,26.7,13.5,228.7
13183,GA,18998,225,4,46428,23.7,15.6,28.2,15.5,228.7
13185,GA,116321,932,4.1,41820,33.4,16.1,27.1,25.6,228.7
13187,GA,32955,133,3.6,55583,18.6,8.8,23.8,26.2,228.7
13189,GA,21531,34,5.6,42768,31.3,11.8,26.8,13.7,228.7
13191,GA,14340,238,4,42513,35.7,15.9,28.1,15.6,228.7
13193,GA,13143,-108,6.2,32868,39.2,13.6,27.6,8.6,228.7
13195,GA,29650,373,3.5,51338,24.6,10.2,25.9,18,228.7
13197,GA,8351,-63,5.1,39114,36.7,13.4,26.9,13.1,228.7
13199,GA,21068,37,5,38886,35.6,12.6,27.1,11.5,228.7
13201,GA,5686,-147,3.7,42483,31.2,16.2,27.8,12.3,228.7
13205,GA,22192,-141,5.4,36788,39.6,16,27.4,11.1,228.7
13207,GA,27520,339,3.7,59362,18.5,12.7,27.4,26.3,228.7
13209,GA,9193,125,5.7,41834,28.9,15,27.9,14.1,228.7
13211,GA,18853,472,3.6,57978,20.4,11.7,26.8,20.8,228.7
13213,GA,39921,112,5.3,46810,22.1,9.6,25.6,9.4,228.7
13215,GA,194160,394,5.1,46628,28.4,13.7,27.2,26.2,228.7
13217,GA,109541,1606,4.5,56598,22.4,11.7,27,19.6,228.7
13219,GA,39272,1260,3,99497,6.9,10.7,26.2,51.1,228.7
13221,GA,15054,166,3.7,51105,21.4,10.6,26.2,16.9,228.7
13223,GA,164044,4492,3.4,73309,11.7,10.7,26.2,24.1,228.7
13225,GA,27297,416,5.1,46525,33.2,13.2,27.4,19.4,228.7
13227,GA,31980,454,3.5,65062,19.8,9.2,24.5,23.7,228.7
13229,GA,19389,170,3.8,44389,27.4,15.9,27.9,11.9,228.7
13231,GA,18634,428,3.6,66901,14.6,12.6,27.4,15.9,228.7
13233,GA,42470,560,4.2,43679,31.2,10.8,26.4,12.2,228.7
13235,GA,11069,-139,4.3,40582,36.6,14.2,27.8,12.4,228.7
13237,GA,21809,103,5,51205,29.5,12.6,27.4,22.2,228.7
13239,GA,2279,-69,5.5,33908,40.5,14.4,27.3,9.1,228.7
13241,GA,16867,310,4,44213,25.1,8.7,23.2,24.8,228.7
13243,GA,6833,-158,5.9,28298,44.3,14.3,27.3,11.7,228.7
13245,GA,201554,94,5.1,40168,34.1,12.9,27.7,21.3,228.7
13247,GA,90594,728,4.4,59673,22.9,11.3,27,26.5,228.7
13249,GA,5236,-18,4.7,45378,24.6,13.6,27.3,12.9,228.7
13251,GA,13938,-21,5.4,39048,41.2,14.1,27.6,14.2,228.7
13253,GA,8315,28,5.3,36869,40.1,16.6,28.1,14.4,228.7
13255,GA,66100,697,4.7,43510,29.1,12.3,27.4,16.4,228.7
13257,GA,26035,250,4.5,45850,25.6,9.9,25.6,22.1,228.7
13259,GA,6199,20,4.7,33053,39.8,13.9,27.1,11.2,228.7
13261,GA,29733,-84,5.9,37562,39.5,14.2,27.6,18.6,228.7
13263,GA,6272,15,5,37265,39.5,12.8,26.9,12,228.7
13265,GA,1608,-14,5.1,34090,41.8,11.2,26.3,7,228.7
13267,GA,25391,38,4.2,41440,32.7,15.2,28.1,13.2,228.7
13269,GA,8039,-75,6.5,36310,35.5,13,27.2,11.2,228.7
13271,GA,15876,-14,6.8,34297,36.7,15.3,27.8,8.4,228.7
13273,GA,8611,-106,6.6,35290,44.5,14.8,27.6,12.3,228.7
13275,GA,44448,-214,4.7,41642,30.7,16.3,27.3,23.1,228.7
13277,GA,40571,133,4,45680,30.4,15.4,27.2,16.5,228.7
13279,GA,26887,-9,5.8,37148,40.6,15.1,28,15.8,228.7
13281,GA,11852,313,5.5,45853,24,8.2,22.6,26.2,228.7
13283,GA,6809,49,5.8,35069,34.5,14.3,27.8,13.6,228.7
13285,GA,70034,-4,3.7,45234,27.7,12.7,26.9,18.5,228.7
13287,GA,7912,-3,5.1,33261,42.2,15.1,27.3,12.5,228.7
13289,GA,8188,-72,5.9,42054,33,13.5,27.6,9.4,228.7
13291,GA,24001,574,3.6,45943,24.4,8.1,22.6,22.4,228.7
13293,GA,26215,18,4.4,40965,32.7,12.7,27.4,13.7,228.7
13295,GA,69410,383,3.9,43767,22.2,10.1,25.4,15.9,228.7
13297,GA,93503,2097,3.6,65416,17.9,10.8,26.3,19.9,228.7
13299,GA,35680,-48,3.9,38357,35.6,16.2,28.1,13.9,228.7
13301,GA,5251,-41,5,38352,41.7,11.8,26.7,13.4,228.7
13303,GA,20386,92,5,39444,39.6,12.8,27.5,14,228.7
13305,GA,29808,48,4.6,44607,28.7,15.7,27.9,12.9,228.7
13307,GA,2611,15,6.3,38187,34.4,13.8,27.2,11.7,228.7
13309,GA,7879,-73,7.4,32691,36.7,15.2,27.9,12.8,228.7
13311,GA,29970,515,3,51579,23.1,9.1,23.8,21.4,228.7
13313,GA,104062,-1,4.7,47074,19.5,10.1,26.1,15.7,228.7
13315,GA,8812,18,5.2,35961,35.3,14.9,27.8,11.4,228.7
13317,GA,9876,-1,4.6,39361,32.3,11,26.3,12.6,228.7
13319,GA,9036,69,4.4,41036,39.3,13.3,27.8,10.6,228.7
13321,GA,20299,-237,4.4,48708,33.6,15.4,27.3,10.4,228.7
15001,HI,200983,1480,3,56383,22.5,NA,NA,29.5,314.1
15003,HI,980080,-6349,2.3,83695,9.8,NA,NA,34.3,314.1
15005,HI,88,0,NA,NA,NA,NA,NA,24.6,314.1
15007,HI,72133,353,2.5,73981,11.9,NA,NA,29.5,314.1
15009,HI,167207,804,2.4,78503,10.5,NA,NA,26.6,314.1
16001,ID,469966,13081,2.5,66827,10.2,0.9,23.6,37.8,192.6
16003,ID,4250,118,5.5,45311,24.1,-4.3,19.1,19.1,192.6
16005,ID,87138,1497,2.7,51300,15.5,-3.9,20.1,27.2,192.6
16007,ID,6050,19,2.9,53780,14.4,-6.5,17.3,20.3,192.6
16009,ID,9226,61,4.6,48451,22.8,-5.2,19,15.1,192.6
16011,ID,46236,332,2.7,50941,15.9,-4.8,20.1,20.7,192.6
16013,ID,22601,324,2.4,76113,8.1,-6.5,18.7,38.2,192.6
16015,ID,7634,279,4.2,56837,19.4,-3.9,18.8,27.2,192.6
16017,ID,44727,1106,4.1,51373,17.7,-7,18.1,23.1,192.6
16019,ID,116854,2162,2.4,60444,13.2,-5.4,18.3,30.1,192.6
16021,ID,11948,34,4.4,47118,22.3,-8.4,17.1,19,192.6
16023,ID,2611,11,3.2,50050,18.2,-7.6,18.9,18.2,192.6
16025,ID,1127,30,2.3,53866,15.2,-6.6,18,19.5,192.6
16027,ID,223499,6628,3.1,53381,15.2,0.9,23.4,18.3,192.6
16029,ID,7060,33,2.8,61219,11.5,-5.8,18.1,19.9,192.6
16031,ID,23864,167,2.2,51804,17.1,-3.3,20.6,18.6,192.6
16033,ID,852,-33,3,48471,20.8,-7.8,17.5,15.5,192.6
16035,ID,8758,104,6.7,46417,23.2,-4.8,17.8,16.9,192.6
16037,ID,4280,128,4,47682,23.2,-7.7,15.8,23,192.6
16039,ID,27259,459,3.3,49344,20.1,-2,21.3,16.4,192.6
16041,ID,13726,238,2.1,58170,12,-4.4,19.7,18.1,192.6
16043,ID,13168,53,2.4,51155,22.2,-6.9,17.1,20.9,192.6
16045,ID,17634,291,3.4,49857,20.1,-1.5,22.2,14.8,192.6
16047,ID,15196,26,2.4,51302,19.6,-1.7,22.5,15.2,192.6
16049,ID,16513,140,4.7,40569,21.7,-5.4,17,20.2,192.6
16051,ID,29439,939,2.3,61927,11,-5.8,20,22.6,192.6
16053,ID,24015,256,2.5,54020,17.5,-1.1,22.2,14.9,192.6
16055,ID,161505,4020,3.5,56188,12.6,-5.8,18.9,24.9,192.6
16057,ID,40134,420,2.5,49538,10.2,-4.3,19.4,45.1,192.6
16059,ID,7961,100,4.5,44248,22.9,-7.4,16.5,21.1,192.6
16061,ID,3861,-41,5.5,44911,23.3,-4.4,19.3,17.3,192.6
16063,ID,5360,22,3.4,50464,20.2,-3.3,21.5,10.1,192.6
16065,ID,39304,-69,1.7,41827,16.4,-5.1,19,36.4,192.6
16067,ID,20825,29,2.5,53447,15.9,-3.6,20.9,13.4,192.6
16069,ID,40408,34,2.8,54476,15.1,-3,21.4,21.9,192.6
16071,ID,4488,76,2.2,52602,14.9,-4,21,15.5,192.6
16073,ID,11693,67,3.6,48192,22.2,-1.9,21.3,11.2,192.6
16075,ID,23551,343,3.6,51835,16.1,0.5,23.5,14.2,192.6
16077,ID,7768,120,2.9,51921,19.4,-4.1,20.3,15.9,192.6
16079,ID,12796,244,5.7,36085,24.6,-6.8,17.3,11.6,192.6
16081,ID,11640,205,2.2,68749,10.9,-6.3,17.1,41.5,192.6
16083,ID,86081,803,2.7,51594,16.9,-2,21.1,20.6,192.6
16085,ID,11041,348,3.8,60285,13.9,-6.1,16,30.1,192.6
16087,ID,10161,100,4.1,43402,22.5,-2.4,22.1,14.8,192.6
17001,IL,65691,-403,3.9,55174,15.9,-2.4,22.9,24.8,284.4
17003,IL,6060,-242,7.9,35249,44.5,4.9,25.3,11.3,284.4
17005,IL,16630,-5,4.4,54800,18.3,1,23.4,21.8,284.4
17007,IL,53577,65,5.8,74507,13.5,-6,21,23.2,284.4
17009,IL,6556,-55,2.7,55327,14.8,-2.2,22.6,13.7,284.4
17011,IL,32993,-175,5,56099,17.1,-5.4,21.4,19.7,284.4
17013,IL,4802,-39,5.3,56099,15.3,-0.4,23.6,13.6,284.4
17015,IL,14312,-169,4.5,51963,17,-6.5,21.2,18.1,284.4
17017,IL,12260,-201,4.5,52486,15.8,-2.3,22.6,14.6,284.4
17019,IL,209983,-121,4.4,53251,17.5,-1.1,22.3,44.4,284.4
17021,IL,32661,-350,5.3,52936,17.9,-0.6,23.1,16.6,284.4
17023,IL,15596,-213,5.2,54092,16.2,0.8,22.9,17.6,284.4
17025,IL,13253,-19,5.3,45427,18.8,1.8,23.6,15.2,284.4
17027,IL,37639,32,3.6,66597,10.2,1.8,24,22.5,284.4
17029,IL,50885,-463,4.8,47291,21.8,0,22.8,25.6,284.4
17031,IL,5180493,-24009,4,63347,18.8,-3.6,22.1,38,284.4
17033,IL,18807,-148,5.4,52313,17.1,1.8,23.5,16.6,284.4
17035,IL,10808,-56,4,60572,15.2,0.6,23,15.8,284.4
17037,IL,104143,-8,4.4,63274,13.2,-5.6,21.1,31.4,284.4
17039,IL,15769,-140,5.1,55300,17.4,-1.8,22.4,21.3,284.4
17041,IL,19479,-160,4.1,56976,13.3,-0.4,22.6,19,284.4
17043,IL,928589,-2073,3.1,93540,7.9,-4.1,21.9,48.8,284.4
17045,IL,17360,-51,4.7,51577,19.5,-0.2,22.2,16.7,284.4
17047,IL,6392,-79,4.5,51280,14.7,3.1,24.3,13.9,284.4
17049,IL,34208,61,3.7,60773,12.7,0.7,23.1,22.5,284.4
17051,IL,21416,-119,5.3,47484,20.9,0.7,23.2,11.7,284.4
17053,IL,13264,-53,4.8,55357,15.9,-2.2,21.8,20.2,284.4
17055,IL,38701,-303,6.1,42071,26,3.3,24.3,15.9,284.4
17057,IL,34844,-251,6.2,51258,20.5,-3.2,22.6,17.6,284.4
17059,IL,5058,-11,5.8,43330,31.9,4.2,24.7,9.9,284.4
17061,IL,13044,-124,4.9,47314,19.9,-0.7,23.1,12.4,284.4
17063,IL,50972,359,4.7,79348,8.3,-3.7,22.1,23.6,284.4
17065,IL,8163,-32,4.4,53028,19.6,3.6,24.3,18.3,284.4
17067,IL,17844,-129,4.7,53553,16.8,-3.6,22.7,21.3,284.4
17069,IL,3910,-25,7.8,41713,32,4.6,24.7,11.2,284.4
17071,IL,6709,-110,5,53632,16.1,-4.6,22.5,15.4,284.4
17073,IL,49090,-156,5,58042,16.6,-5.5,21.8,22.6,284.4
17075,IL,27604,-226,4.5,55247,16.6,-2.1,21.9,15.4,284.4
17077,IL,57419,-539,4.6,41445,28.9,3.4,24.6,36,284.4
17079,IL,9611,71,4.9,54552,15.4,1.3,23.3,17.5,284.4
17081,IL,37820,-291,5.3,47425,25.5,2.6,24,17.4,284.4
17083,IL,21847,-54,4.9,59117,13.6,0.1,23.6,20.5,284.4
17085,IL,21366,-183,4.4,56832,12.2,-7.4,20.6,23.8,284.4
17087,IL,12456,31,7.8,53884,16.4,4.4,24.8,16.5,284.4
17089,IL,534216,1060,4.9,79834,11.9,-5,21.2,33.1,284.4
17091,IL,110024,-520,5.4,53884,20.2,-3.1,21.9,21,284.4
17093,IL,127915,1643,3.5,93345,5.4,-4.2,21.9,35.4,284.4
17095,IL,50112,-516,5.3,44553,22.7,-4.6,21.9,18.5,284.4
17097,IL,700832,-2174,4.5,87336,10.3,-4.5,21.2,45,284.4
17099,IL,109430,-251,5.8,54063,20.2,-4.4,21.5,17.9,284.4
17101,IL,15765,-235,5.9,43767,20.9,2.4,23.8,13.5,284.4
17103,IL,34223,-288,4.4,54915,14.3,-5.5,21.2,17.7,284.4
17105,IL,35761,-354,4.4,59323,16.3,-3.6,21.8,15.7,284.4
17107,IL,28925,-90,4.7,52959,17,-1.6,22.8,20.4,284.4
17109,IL,29955,-368,5.1,42887,22.9,-3.9,22.3,32.4,284.4
17111,IL,308570,557,3.5,86268,7.8,-5.4,20.7,33.7,284.4
17113,IL,172828,-17,4.2,67087,10.5,-2.8,21.9,44.8,284.4
17115,IL,104712,-821,5.6,50684,27,-1,22.8,22.5,284.4
17117,IL,45313,-202,4.9,53409,19.3,-0.4,23.1,19.4,284.4
17119,IL,264461,-1010,4.5,60121,17.3,0.9,23.9,25.8,284.4
17121,IL,37620,-201,4.9,46096,30.2,1.7,23.5,15,284.4
17123,IL,11534,-151,5.2,57422,13.6,-4.1,21.9,16.8,284.4
17125,IL,13565,-123,6,48764,23.4,-2.2,22.9,15.4,284.4
17127,IL,14080,-232,7,43783,26.1,5.3,25.3,13.2,284.4
17129,IL,12288,2,4,74872,14.5,-2,22.8,23.1,284.4
17131,IL,15601,-22,5.3,58384,12.6,-5.4,22.1,17.8,284.4
17133,IL,34335,176,3.5,88481,4.3,2.2,25,32.5,284.4
17135,IL,28601,-154,5.9,53138,20.1,-0.1,23.1,15.6,284.4
17137,IL,33976,-223,4.4,48976,23.1,-1.8,22.6,19.9,284.4
17139,IL,14717,14,3.8,59901,13.4,-0.6,22.7,19.5,284.4
17141,IL,50923,-109,5,61794,11.2,-5.9,21.1,20,284.4
17143,IL,180621,-1957,5.5,56478,22.8,-3.3,22.4,30.4,284.4
17145,IL,21174,-123,6,49965,23.4,2.8,24.4,11.7,284.4
17147,IL,16396,-60,4.3,67460,8.2,-1.1,22.5,27.9,284.4
17149,IL,15611,-61,4.8,47815,19.6,-1.5,22.9,15.1,284.4
17151,IL,4212,18,6.1,43053,27.1,4.6,24.8,13.4,284.4
17153,IL,5463,-78,8.2,38400,33.4,5.2,25.5,12.3,284.4
17155,IL,5740,22,5.2,66319,12.5,-4.6,21.7,14.6,284.4
17157,IL,32106,-158,4.4,53607,17.8,2.8,24.9,12.8,284.4
17159,IL,15763,-85,4.7,48152,20.9,2.2,23.8,21.3,284.4
17161,IL,143477,-816,5.2,52642,21.9,-5.6,22.1,23.2,284.4
17163,IL,261059,-1367,5,58222,22,1.8,24.7,27.3,284.4
17165,IL,23906,-129,6.5,40761,29.7,4,24.5,17.8,284.4
17167,IL,195348,-1541,4.3,62242,20,-1.4,23,34.2,284.4
17169,IL,6907,-69,4.5,52018,14.9,-2.8,22.5,18.2,284.4
17171,IL,4926,-52,5.4,55198,15,-1.4,22.8,15,284.4
17173,IL,21741,-11,4.3,56509,13.3,-0.2,22.9,16.9,284.4
17175,IL,5427,-30,6.3,52651,17.2,-4.9,21.7,17.5,284.4
17177,IL,44753,-228,4.8,47357,20.9,-6.8,20.6,19.3,284.4
17179,IL,132328,-1063,4.9,61508,12.2,-2.4,22.6,26.4,284.4
17181,IL,16841,-144,6.5,49716,24.5,4.1,24.8,22.8,284.4
17183,IL,76806,-970,6.2,44638,29.5,-1.2,22.1,15.1,284.4
17185,IL,11549,-1,4.5,53414,18.8,3,24.2,17.2,284.4
17187,IL,17032,-138,4.2,53532,17.2,-4.9,22.1,23,284.4
17189,IL,13995,44,3,66937,10.5,2.1,24.1,20.6,284.4
17191,IL,16332,-110,5.6,50471,21,2.9,24.1,14.6,284.4
17193,IL,13665,-260,4.3,49507,19.3,3.8,24.6,15.2,284.4
17195,IL,55626,-321,4.6,57197,17.1,-6,21.6,18.5,284.4
17197,IL,692310,1293,4,86108,8.6,-3.6,22,34,284.4
17199,IL,67056,-51,5.1,46187,20,3.7,24.4,22.6,284.4
17201,IL,284081,-659,5.7,53795,27.2,-6.1,21.1,22.6,284.4
17203,IL,38463,-236,4.1,72247,7.7,-3.2,22,31.6,284.4
18001,IN,35636,214,2.6,56693,21.7,-1.5,21.4,15.3,230.8
18003,IN,375351,3141,3.2,54473,21,-1.8,21.3,28.2,230.8
18005,IN,82753,324,2.6,63067,12.6,2.1,23,32.3,230.8
18007,IN,8653,36,3.2,51649,17.8,-2,21.7,16.9,230.8
18009,IN,11930,-97,3.9,45161,22.3,-0.6,21.9,13.6,230.8
18011,IN,66999,1213,2.7,85876,5.2,-0.7,21.8,48.3,230.8
18013,IN,15234,235,3.2,60944,16.3,1.4,22.7,27.4,230.8
18015,IN,20127,77,3.3,57092,11.9,-1.5,21.7,17.2,230.8
18017,IN,37955,50,3.7,48598,17.3,-1.9,21.6,13.9,230.8
18019,IN,117360,688,3.4,56774,15.9,3.8,24.2,20.9,230.8
18021,IN,26170,15,3.9,52699,22.4,0.8,22.9,16.8,230.8
18023,IN,32250,43,2.8,51730,16.3,-1.1,21.7,16.6,230.8
18025,IN,10558,22,4.5,44152,25.3,3.5,23.1,11.4,230.8
18027,IN,33147,73,2.7,55434,17.4,2.7,23.7,13.8,230.8
18029,IN,49568,-61,3.6,66502,12,2.5,23.4,21.6,230.8
18031,IN,26794,142,3,57441,15.4,1.8,22.6,19.6,230.8
18033,IN,43226,404,2.8,58987,12.8,-2.7,20.7,17.7,230.8
18035,IN,114772,-617,4,43096,27,0.4,22.3,24.3,230.8
18037,IN,42565,74,2.5,62126,9.1,3.1,23.3,22.2,230.8
18039,IN,205560,1250,2.6,59251,16,-2.7,21,19.2,230.8
18041,IN,23047,-106,4.6,47737,20.9,0.6,22.4,11.6,230.8
18043,IN,77781,811,3.3,64992,14.5,4.2,24.4,29.5,230.8
18045,IN,16351,-59,3.6,53493,16.8,-1.2,21.9,15,230.8
18047,IN,22736,-3,3.7,62251,11.4,1.2,22.7,19.8,230.8
18049,IN,20092,82,3.4,52798,22,-2.5,21.4,14.4,230.8
18051,IN,33452,-170,2.7,56960,11.7,3.2,24.2,17.4,230.8
18053,IN,65936,-346,3.9,45138,31,-0.6,21.9,17.1,230.8
18055,IN,32006,-174,4.4,46835,18.7,1.8,23.3,14.8,230.8
18057,IN,330086,7004,2.7,101740,4.5,-0.3,22,57.8,230.8
18059,IN,76351,1411,3,73831,6.6,0.7,22.3,30.3,230.8
